ts,open,high,low,close,volume,turnover
1752609600000,0.9991,0.9993,0.9991,0.9992,95926.59,95851.050348
1752613200000,0.9992,0.9995,0.9992,0.9995,53037.47,53002.893807
1752616800000,0.9995,0.9995,0.9994,0.9995,50761.63,50733.6284
1752620400000,0.9995,0.9995,0.9994,0.9995,55691.58,55660.914246
1752624000000,0.9995,0.9995,0.9994,0.9994,47338.99,47312.983947
1752627600000,0.9994,0.9996,0.9994,0.9996,180699.92,180611.17458
1752631200000,0.9996,0.9997,0.9995,0.9996,473171.99,472985.321684
1752634800000,0.9996,0.9998,0.9996,0.9998,461963.27,461828.655281
1752638400000,0.9998,0.9998,0.9997,0.9997,662177.29,662011.630078
1752642000000,0.9997,0.9998,0.9997,0.9997,364338.59,364247.306931
1752645600000,0.9997,0.9998,0.9987,0.9997,730227.17,729900.198717
1752649200000,0.9997,0.9999,0.9996,0.9997,3016550.77,3015753.12979
1752652800000,0.9997,0.9998,0.9996,0.9998,1332676.43,1332297.353847
1752656400000,0.9998,0.9998,0.9996,0.9998,2143717.52,2143112.879197
1752660000000,0.9998,0.9998,0.9996,0.9996,557410.97,557243.899392
1752663600000,0.9996,0.9998,0.9996,0.9996,686629.45,686390.370045
1752667200000,0.9996,0.9998,0.9996,0.9998,586699.49,586545.14721
1752670800000,0.9998,0.9998,0.9996,0.9996,486921.13,486762.65913
1752674400000,0.9996,0.9998,0.9996,0.9998,400476.47,400362.825309
1752678000000,0.9998,0.9998,0.9997,0.9997,349881.45,349793.909296
1752681600000,0.9997,0.9998,0.9996,0.9996,296277.12,296203.900977
1752685200000,0.9996,0.9997,0.9996,0.9997,147363.35,147311.527064
1752688800000,0.9997,0.9997,0.9996,0.9997,73066.69,73041.009414
1752692400000,0.9997,0.9997,0.9995,0.9995,133448.97,133396.268506
1752696000000,0.9995,0.9996,0.9994,0.9995,82514.2,82475.959223
1752699600000,0.9995,0.9996,0.9994,0.9995,72034.8,71999.859986
1752703200000,0.9995,0.9996,0.9995,0.9995,75058.75,75024.970481
1752706800000,0.9995,0.9996,0.9995,0.9995,73543.65,73510.51964
1752710400000,0.9995,0.9996,0.9995,0.9996,116440.02,116387.602542
1752714000000,0.9996,0.9997,0.9995,0.9996,246154.34,246050.098713
1752717600000,0.9996,0.9997,0.9996,0.9996,282695.07,282596.117468
1752721200000,0.9996,0.9997,0.9996,0.9997,307648.66,307541.250877
1752724800000,0.9997,0.9997,0.9996,0.9997,704450.53,704204.031462
1752728400000,0.9997,0.9998,0.9996,0.9996,460070.64,459918.427898
1752732000000,0.9996,0.9997,0.9996,0.9997,504345.11,504168.395558
1752735600000,0.9997,0.9997,0.9995,0.9997,993633.25,993284.342271
1752739200000,0.9997,0.9998,0.9996,0.9997,726105.09,725880.963768
1752742800000,0.9997,0.9998,0.9997,0.9997,770078.51,769885.993743
1752746400000,0.9997,0.9998,0.9996,0.9997,901524.31,901229.848722
1752750000000,0.9997,0.9997,0.9996,0.9996,1382214.9,1381732.504145
1752753600000,0.9996,0.9997,0.9996,0.9997,676881.21,676646.576972
1752757200000,0.9997,0.9997,0.9996,0.9997,733347.47,733090.946635
1752760800000,0.9997,0.9997,0.9996,0.9997,593355.37,593147.451565
1752764400000,0.9997,0.9997,0.9996,0.9996,311886.97,311778.234088
1752768000000,0.9996,0.9997,0.9996,0.9997,326258.6,326144.868596
1752771600000,0.9997,0.9997,0.9996,0.9996,381144.19,381010.838215
1752775200000,0.9996,0.9997,0.9996,0.9996,655324.65,655095.421385
1752778800000,0.9996,0.9997,0.9996,0.9996,374326.55,374195.545516
1752782400000,0.9996,0.9997,0.9996,0.9996,278927.22,278829.557814
1752786000000,0.9996,0.9997,0.9996,0.9997,255576.49,255487.010298
1752789600000,0.9997,0.9997,0.9996,0.9996,19658.21,19651.293562
1752793200000,0.9996,0.9997,0.9996,0.9997,70261.74,70237.08146
1752796800000,0.9997,0.9997,0.9996,0.9997,164885.27,164827.525085
1752800400000,0.9997,0.9997,0.9996,0.9996,172104.86,172045.07305
1752804000000,0.9996,0.9997,0.9996,0.9997,471798.07,471633.09922
1752807600000,0.9997,0.9997,0.9996,0.9996,411706.08,411561.997922
1752811200000,0.9996,0.9997,0.9996,0.9997,297719.6,297615.101643
1752814800000,0.9997,0.9997,0.9996,0.9996,371207.61,371077.691038
1752818400000,0.9996,0.9997,0.9996,0.9996,1083364.88,1082986.097037
1752822000000,0.9996,0.9997,0.9658,0.9993,1849339.9,1848174.52648
1752825600000,0.9993,0.9997,0.9993,0.9996,2221960.28,2220874.070958
1752829200000,0.9996,0.9997,0.9994,0.9996,2114116.79,2113270.941152
1752832800000,0.9996,0.9996,0.9995,0.9996,1076721.84,1076235.974216
1752836400000,0.9996,0.9996,0.9995,0.9995,841546.02,841166.986474
1752840000000,0.9995,0.9996,0.9995,0.9996,413636.52,413450.648754
1752843600000,0.9996,0.9996,0.9995,0.9995,758394.71,758052.761197
1752847200000,0.9995,0.9997,0.9995,0.9997,2055156.28,2054318.429516
1752850800000,0.9997,0.9998,0.9996,0.9997,2205647.82,2204925.045734
1752854400000,0.9997,0.9997,0.9996,0.9996,512545.75,512366.63571
1752858000000,0.9996,0.9997,0.9996,0.9997,1150682.56,1150283.805453
1752861600000,0.9997,0.9997,0.9996,0.9997,937073.26,936746.81765
1752865200000,0.9997,0.9997,0.9996,0.9996,333165.42,333049.302467
1752868800000,0.9996,0.9997,0.9996,0.9997,330720.53,330604.15285
1752872400000,0.9997,0.9997,0.9996,0.9996,469357.93,469192.277039
1752876000000,0.9996,0.9997,0.9996,0.9996,316637.25,316525.809773
1752879600000,0.9996,0.9997,0.9996,0.9997,754297.02,754030.6755
1752883200000,0.9997,0.9997,0.9996,0.9997,1535570.5,1535030.541785
1752886800000,0.9997,0.9997,0.9996,0.9996,207694.66,207621.24544
1752890400000,0.9996,0.9997,0.9996,0.9997,218476.36,218398.953274
1752894000000,0.9997,0.9997,0.9996,0.9996,396704.59,396565.678708
1752897600000,0.9996,0.9997,0.9996,0.9996,433968.85,433816.319909
1752901200000,0.9996,0.9997,0.9996,0.9996,905521.27,905189.776247
1752904800000,0.9996,0.9997,0.9993,0.9993,1681950.47,1681215.135504
1752908400000,0.9993,0.9997,0.9507,0.9995,4331420.6,4328891.421744
1752912000000,0.9995,0.9997,0.9994,0.9997,769685.63,769355.073632
1752915600000,0.9997,0.9997,0.9996,0.9997,586687.64,586476.395042
1752919200000,0.9997,0.9997,0.9996,0.9997,362367.54,362239.299062
1752922800000,0.9997,0.9997,0.9996,0.9996,546174.57,545981.397973
1752926400000,0.9996,0.9997,0.9996,0.9996,393644.02,393504.846596
1752930000000,0.9996,0.9997,0.9996,0.9996,549939.23,549746.477578
1752933600000,0.9996,0.9997,0.9996,0.9997,736473.33,736214.205879
1752937200000,0.9997,0.9997,0.9996,0.9997,464962.3,464798.381809
1752940800000,0.9997,0.9997,0.9996,0.9997,313479.26,313369.70723
1752944400000,0.9997,0.9997,0.9996,0.9996,610234.77,610020.911365
1752948000000,0.9996,0.9997,0.9996,0.9997,833617.18,833325.614909
1752951600000,0.9997,0.9997,0.9996,0.9996,996358.53,996010.001648
1752955200000,0.9996,0.9997,0.9996,0.9996,165240.15,165182.560263
1752958800000,0.9996,0.9997,0.9996,0.9996,20374.19,20366.834435
1752962400000,0.9996,0.9997,0.9996,0.9996,143230.61,143180.480327
1752966000000,0.9996,0.9997,0.9996,0.9996,164652.86,164595.228929
1752969600000,0.9996,0.9997,0.9996,0.9997,209455.41,209382.105455
1752973200000,0.9997,0.9997,0.9996,0.9997,270858.28,270763.375067
1752976800000,0.9997,0.9997,0.9996,0.9996,428040.32,427890.479363
1752980400000,0.9996,0.9997,0.9996,0.9997,387657.99,387522.257681
1752984000000,0.9997,0.9997,0.9996,0.9996,423501.05,423352.943134
1752987600000,0.9996,0.9997,0.9996,0.9997,647218.41,646992.528085
1752991200000,0.9997,0.9997,0.9995,0.9996,840297.13,839985.072711
1752994800000,0.9996,0.9997,0.9995,0.9997,1200740.46,1200270.24718
1752998400000,0.9997,0.9997,0.9995,0.9996,1033908.67,1033515.405412
1753002000000,0.9996,0.9997,0.9995,0.9996,615072.52,614833.134658
1753005600000,0.9996,0.9997,0.9995,0.9996,414100.18,413944.110842
1753009200000,0.9996,0.9997,0.9995,0.9997,569302.51,569064.253114
1753012800000,0.9997,0.9997,0.9996,0.9996,585038.44,584834.103995
1753016400000,0.9996,0.9998,0.9996,0.9998,571367.84,571192.784827
1753020000000,0.9998,0.9998,0.9997,0.9998,556141.43,556009.637425
1753023600000,0.9998,0.9998,0.9997,0.9997,738823.2,738640.649886
1753027200000,0.9997,0.9998,0.9997,0.9998,698075.28,697901.042745
1753030800000,0.9998,0.9998,0.9997,0.9997,378827.89,378733.764678
1753034400000,0.9997,0.9998,0.9997,0.9998,183063,183016.549814
1753038000000,0.9998,0.9998,0.9997,0.9997,98959.57,98935.316557
1753041600000,0.9997,0.9998,0.9997,0.9998,36667.02,36657.876772
1753045200000,0.9998,0.9998,0.9997,0.9997,89483.45,89461.314463
1753048800000,0.9997,0.9998,0.9997,0.9997,63884.32,63867.730263
1753052400000,0.9997,0.9998,0.9997,0.9998,11295.16,11292.299574
1753056000000,0.9998,0.9998,0.9997,0.9997,59307.15,59292.608179
1753059600000,0.9997,0.9998,0.9997,0.9997,146424,146387.158213
1753063200000,0.9997,0.9998,0.9997,0.9998,402412.5,402311.903185
1753066800000,0.9998,0.9998,0.9997,0.9998,523096.48,522965.340639
1753070400000,0.9998,0.9998,0.9997,0.9997,464492.25,464375.127715
1753074000000,0.9997,0.9998,0.9997,0.9997,562345.37,562205.10076
1753077600000,0.9997,0.9998,0.9997,0.9998,948250.34,948013.808809
1753081200000,0.9998,1.0001,0.9997,0.9997,3346842.66,3346169.470399
